Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,153
JFK,"New York, NY: John F. Kennedy International",2007,331
LAS,"Las Vegas, NV: McCarran International",2007,122
LAX,"Los Angeles, CA: Los Angeles International",2007,232
LGA,"New York, NY: LaGuardia",2007,435
MCO,"Orlando, FL: Orlando International",2007,50
MDW,"Chicago, IL: Chicago Midway International",2007,77
MIA,"Miami, FL: Miami International",2007,56
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,179
ORD,"Chicago, IL: Chicago O'Hare International",2007,1691
PDX,"Portland, OR: Portland International",2007,28
PHL,"Philadelphia, PA: Philadelphia International",2007,131
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,181
SAN,"San Diego, CA: San Diego International",2007,55
SEA,"Seattle, WA: Seattle/Tacoma International",2007,92
SFO,"San Francisco, CA: San Francisco International",2007,194
SLC,"Salt Lake City, UT: Salt Lake City International",2007,93
TPA,"Tampa, FL: Tampa International",2007,38
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,205
BOS,"Boston, MA: Logan International",2007,167
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,43
CLT,"Charlotte, NC: Charlotte Douglas International",2007,130
DCA,"Washington, DC: Ronald Reagan Washington National",2007,127
DEN,"Denver, CO: Denver International",2007,203
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,831
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,180
EWR,"Newark, NJ: Newark Liberty International",2007,207
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,22
IAD,"Washington, DC: Washington Dulles International",2007,161
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,144
JFK,"New York, NY: John F. Kennedy International",2007,99
LAS,"Las Vegas, NV: McCarran International",2007,104
LAX,"Los Angeles, CA: Los Angeles International",2007,177
LGA,"New York, NY: LaGuardia",2007,271
MCO,"Orlando, FL: Orlando International",2007,44
MDW,"Chicago, IL: Chicago Midway International",2007,35
MIA,"Miami, FL: Miami International",2007,44
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,88
ORD,"Chicago, IL: Chicago O'Hare International",2007,554
PDX,"Portland, OR: Portland International",2007,25
PHL,"Philadelphia, PA: Philadelphia International",2007,128
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,157
SAN,"San Diego, CA: San Diego International",2007,47
SEA,"Seattle, WA: Seattle/Tacoma International",2007,61
SFO,"San Francisco, CA: San Francisco International",2007,129
SLC,"Salt Lake City, UT: Salt Lake City International",2007,50
TPA,"Tampa, FL: Tampa International",2007,32
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,920
BOS,"Boston, MA: Logan International",2007,373
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,137
CLT,"Charlotte, NC: Charlotte Douglas International",2007,338
DCA,"Washington, DC: Ronald Reagan Washington National",2007,371
DEN,"Denver, CO: Denver International",2007,385
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,1254
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,743
EWR,"Newark, NJ: Newark Liberty International",2007,765
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,83
IAD,"Washington, DC: Washington Dulles International",2007,410
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,263
JFK,"New York, NY: John F. Kennedy International",2007,468
LAS,"Las Vegas, NV: McCarran International",2007,145
LAX,"Los Angeles, CA: Los Angeles International",2007,241
LGA,"New York, NY: LaGuardia",2007,806
MCO,"Orlando, FL: Orlando International",2007,122
MDW,"Chicago, IL: Chicago Midway International",2007,55
MIA,"Miami, FL: Miami International",2007,93
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,446
ORD,"Chicago, IL: Chicago O'Hare International",2007,1512
PDX,"Portland, OR: Portland International",2007,37
PHL,"Philadelphia, PA: Philadelphia International",2007,262
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,338
SAN,"San Diego, CA: San Diego International",2007,85
SEA,"Seattle, WA: Seattle/Tacoma International",2007,99
SFO,"San Francisco, CA: San Francisco International",2007,194
SLC,"Salt Lake City, UT: Salt Lake City International",2007,95
TPA,"Tampa, FL: Tampa International",2007,55
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,860
BOS,"Boston, MA: Logan International",2007,361
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,135
CLT,"Charlotte, NC: Charlotte Douglas International",2007,253
DCA,"Washington, DC: Ronald Reagan Washington National",2007,327
DEN,"Denver, CO: Denver International",2007,270
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,770
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,500
EWR,"Newark, NJ: Newark Liberty International",2007,645
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,49
IAD,"Washington, DC: Washington Dulles International",2007,183
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,322
JFK,"New York, NY: John F. Kennedy International",2007,441
LAS,"Las Vegas, NV: McCarran International",2007,121
LAX,"Los Angeles, CA: Los Angeles International",2007,229
LGA,"New York, NY: LaGuardia",2007,691
MCO,"Orlando, FL: Orlando International",2007,91
MDW,"Chicago, IL: Chicago Midway International",2007,45
MIA,"Miami, FL: Miami International",2007,91
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,304
ORD,"Chicago, IL: Chicago O'Hare International",2007,1086
PDX,"Portland, OR: Portland International",2007,39
PHL,"Philadelphia, PA: Philadelphia International",2007,166
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,241
SAN,"San Diego, CA: San Diego International",2007,52
SEA,"Seattle, WA: Seattle/Tacoma International",2007,86
SFO,"San Francisco, CA: San Francisco International",2007,224
SLC,"Salt Lake City, UT: Salt Lake City International",2007,101
TPA,"Tampa, FL: Tampa International",2007,47
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,896
BOS,"Boston, MA: Logan International",2007,256
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,125
CLT,"Charlotte, NC: Charlotte Douglas International",2007,189
DCA,"Washington, DC: Ronald Reagan Washington National",2007,284
DEN,"Denver, CO: Denver International",2007,346
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,538
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,240
EWR,"Newark, NJ: Newark Liberty International",2007,449
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,37
IAD,"Washington, DC: Washington Dulles International",2007,221
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,188
JFK,"New York, NY: John F. Kennedy International",2007,306
LAS,"Las Vegas, NV: McCarran International",2007,130
LAX,"Los Angeles, CA: Los Angeles International",2007,256
LGA,"New York, NY: LaGuardia",2007,417
MCO,"Orlando, FL: Orlando International",2007,74
MDW,"Chicago, IL: Chicago Midway International",2007,65
MIA,"Miami, FL: Miami International",2007,76
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,392
ORD,"Chicago, IL: Chicago O'Hare International",2007,1443
PDX,"Portland, OR: Portland International",2007,37
PHL,"Philadelphia, PA: Philadelphia International",2007,163
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,209
SAN,"San Diego, CA: San Diego International",2007,64
SEA,"Seattle, WA: Seattle/Tacoma International",2007,103
SFO,"San Francisco, CA: San Francisco International",2007,210
SLC,"Salt Lake City, UT: Salt Lake City International",2007,94
TPA,"Tampa, FL: Tampa International",2007,47
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,440
BOS,"Boston, MA: Logan International",2007,100
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,45
CLT,"Charlotte, NC: Charlotte Douglas International",2007,77
DCA,"Washington, DC: Ronald Reagan Washington National",2007,105
DEN,"Denver, CO: Denver International",2007,183
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,546
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,98
EWR,"Newark, NJ: Newark Liberty International",2007,128
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,31
IAD,"Washington, DC: Washington Dulles International",2007,91
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,56
JFK,"New York, NY: John F. Kennedy International",2007,101
LAS,"Las Vegas, NV: McCarran International",2007,79
LAX,"Los Angeles, CA: Los Angeles International",2007,230
LGA,"New York, NY: LaGuardia",2007,213
MCO,"Orlando, FL: Orlando International",2007,70
MDW,"Chicago, IL: Chicago Midway International",2007,44
MIA,"Miami, FL: Miami International",2007,59
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,211
ORD,"Chicago, IL: Chicago O'Hare International",2007,545
PDX,"Portland, OR: Portland International",2007,29
PHL,"Philadelphia, PA: Philadelphia International",2007,75
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,177
SAN,"San Diego, CA: San Diego International",2007,82
SEA,"Seattle, WA: Seattle/Tacoma International",2007,68
SFO,"San Francisco, CA: San Francisco International",2007,156
SLC,"Salt Lake City, UT: Salt Lake City International",2007,97
TPA,"Tampa, FL: Tampa International",2007,32
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,418
BOS,"Boston, MA: Logan International",2007,140
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,57
CLT,"Charlotte, NC: Charlotte Douglas International",2007,115
DCA,"Washington, DC: Ronald Reagan Washington National",2007,171
DEN,"Denver, CO: Denver International",2007,179
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,283
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,152
EWR,"Newark, NJ: Newark Liberty International",2007,333
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,16
IAD,"Washington, DC: Washington Dulles International",2007,108
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,107
JFK,"New York, NY: John F. Kennedy International",2007,211
LAS,"Las Vegas, NV: McCarran International",2007,97
LAX,"Los Angeles, CA: Los Angeles International",2007,238
LGA,"New York, NY: LaGuardia",2007,406
MCO,"Orlando, FL: Orlando International",2007,23
MDW,"Chicago, IL: Chicago Midway International",2007,43
MIA,"Miami, FL: Miami International",2007,44
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,314
ORD,"Chicago, IL: Chicago O'Hare International",2007,557
PDX,"Portland, OR: Portland International",2007,27
PHL,"Philadelphia, PA: Philadelphia International",2007,78
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,176
SAN,"San Diego, CA: San Diego International",2007,87
SEA,"Seattle, WA: Seattle/Tacoma International",2007,110
SFO,"San Francisco, CA: San Francisco International",2007,234
SLC,"Salt Lake City, UT: Salt Lake City International",2007,75
TPA,"Tampa, FL: Tampa International",2007,14
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,267
BOS,"Boston, MA: Logan International",2007,168
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,37
CLT,"Charlotte, NC: Charlotte Douglas International",2007,106
DCA,"Washington, DC: Ronald Reagan Washington National",2007,136
DEN,"Denver, CO: Denver International",2007,134
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,246
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,89
EWR,"Newark, NJ: Newark Liberty International",2007,236
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,19
IAD,"Washington, DC: Washington Dulles International",2007,130
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,63
JFK,"New York, NY: John F. Kennedy International",2007,85
LAS,"Las Vegas, NV: McCarran International",2007,148
LAX,"Los Angeles, CA: Los Angeles International",2007,272
LGA,"New York, NY: LaGuardia",2007,342
MCO,"Orlando, FL: Orlando International",2007,26
MDW,"Chicago, IL: Chicago Midway International",2007,29
MIA,"Miami, FL: Miami International",2007,21
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,83
ORD,"Chicago, IL: Chicago O'Hare International",2007,580
PDX,"Portland, OR: Portland International",2007,30
PHL,"Philadelphia, PA: Philadelphia International",2007,71
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,287
SAN,"San Diego, CA: San Diego International",2007,53
SEA,"Seattle, WA: Seattle/Tacoma International",2007,68
SFO,"San Francisco, CA: San Francisco International",2007,254
SLC,"Salt Lake City, UT: Salt Lake City International",2007,65
TPA,"Tampa, FL: Tampa International",2007,13
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,757
BOS,"Boston, MA: Logan International",2007,737
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,218
CLT,"Charlotte, NC: Charlotte Douglas International",2007,264
DCA,"Washington, DC: Ronald Reagan Washington National",2007,295
DEN,"Denver, CO: Denver International",2007,695
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,866
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,665
EWR,"Newark, NJ: Newark Liberty International",2007,844
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,75
IAD,"Washington, DC: Washington Dulles International",2007,305
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,96
JFK,"New York, NY: John F. Kennedy International",2007,389
LAS,"Las Vegas, NV: McCarran International",2007,196
LAX,"Los Angeles, CA: Los Angeles International",2007,427
LGA,"New York, NY: LaGuardia",2007,698
MCO,"Orlando, FL: Orlando International",2007,146
MDW,"Chicago, IL: Chicago Midway International",2007,176
MIA,"Miami, FL: Miami International",2007,72
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,472
ORD,"Chicago, IL: Chicago O'Hare International",2007,3317
PDX,"Portland, OR: Portland International",2007,59
PHL,"Philadelphia, PA: Philadelphia International",2007,245
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,342
SAN,"San Diego, CA: San Diego International",2007,134
SEA,"Seattle, WA: Seattle/Tacoma International",2007,135
SFO,"San Francisco, CA: San Francisco International",2007,399
SLC,"Salt Lake City, UT: Salt Lake City International",2007,214
TPA,"Tampa, FL: Tampa International",2007,80
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008,1276
BOS,"Boston, MA: Logan International",2008,389
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2008,90
CLT,"Charlotte, NC: Charlotte Douglas International",2008,290
DCA,"Washington, DC: Ronald Reagan Washington National",2008,283
DEN,"Denver, CO: Denver International",2008,392
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2008,671
DTW,"Detroit, MI: Detroit Metro Wayne County",2008,422
EWR,"Newark, NJ: Newark Liberty International",2008,357
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2008,40
IAD,"Washington, DC: Washington Dulles International",2008,282
IAH,"Houston, TX: George Bush Intercontinental/Houston",2008,133
JFK,"New York, NY: John F. Kennedy International",2008,230
LAS,"Las Vegas, NV: McCarran International",2008,193
LAX,"Los Angeles, CA: Los Angeles International",2008,450
LGA,"New York, NY: LaGuardia",2008,515
MCO,"Orlando, FL: Orlando International",2008,62
MDW,"Chicago, IL: Chicago Midway International",2008,135
MIA,"Miami, FL: Miami International",2008,81
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2008,288
ORD,"Chicago, IL: Chicago O'Hare International",2008,2468
PDX,"Portland, OR: Portland International",2008,76
PHL,"Philadelphia, PA: Philadelphia International",2008,159
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2008,315
SAN,"San Diego, CA: San Diego International",2008,154
SEA,"Seattle, WA: Seattle/Tacoma International",2008,126
SFO,"San Francisco, CA: San Francisco International",2008,700
SLC,"Salt Lake City, UT: Salt Lake City International",2008,261
TPA,"Tampa, FL: Tampa International",2008,66
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008,693
BOS,"Boston, MA: Logan International",2008,475
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2008,163
CLT,"Charlotte, NC: Charlotte Douglas International",2008,363
DCA,"Washington, DC: Ronald Reagan Washington National",2008,348
DEN,"Denver, CO: Denver International",2008,373
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2008,643
